Source,Target,Score
RE-508,IAreaMappingServiceInstance,0.8863
RE-77,Drone,0.8862
RE-691,FlightRouteplanningServiceRemoteFacade,0.8861
RE-693,UAVRegistrationService,0.8860
RE-656,DroneSimulatorServiceRemoteFacade,0.8860
RE-424,IDroneConnectorServiceInstance,0.8859
RE-103,FlightRouteplanningService,0.8859
RE-555,IDronologyChangeListener,0.8858
RE-103,RuntimeDroneTypes,0.8857
RE-424,IdentifierCreator,0.8857
RE-101,PlanPool,0.8857
RE-541,AbstractFlightPattern,0.8853
RE-681,ServiceStatus,0.8853
RE-691,UAVRegistrationServiceRemoteFacade,0.8853
RE-759,AreaMappingCategoryInfo,0.8849
RE-424,PatternFactory,0.8848
RE-656,DroneSimulatorServiceInstance,0.8847
RE-759,SimulatorScenarioCategoryInfo,0.8847
RE-101,BaseServiceProvider,0.8846
RE-759,FlightRouteCategoryInfo,0.8845
RE-25,SimpleTakeoffFlightPlan,0.8844
RE-656,IDroneSimulatorRemoteService,0.8844
RE-25,ArtifactIdentifierTree,0.8841
RE-656,IDroneSetupServiceInstance,0.8839
RE-555,DroneMonitoringServiceRemoteFacade,0.8839
RE-689,RemoteMessageHandler,0.8838
RE-695,AbstractFileTransmitServerService,0.8837
RE-693,DroneSimulatorService,0.8835
RE-587,UAVRegistrationService,0.8835
RE-103,AbstractFileTransmitServiceInstance,0.8835
RE-103,IServiceListener,0.8834
RE-681,SynchronizationManager,0.8832
RE-695,DronologySeriviceListener,0.8832
RE-689,WorkspaceInitializer,0.8829
RE-103,RemoteMessageHandler,0.8829
RE-541,ManagedHashTableList,0.8827
RE-587,SynchronizationManager,0.8827
RE-693,FlightRouteplanningService,0.8826
RE-695,FlightInfo,0.8825
RE-695,IDroneSetupServiceInstance,0.8825
RE-693,AbstractFileTransmitServiceInstance,0.8824
RE-101,UAVListenerManager,0.8824
RE-587,RemoteMessageHandler,0.8824
RE-689,UAVRegistrationService,0.8824
RE-626,FlightRouteplanningServiceRemoteFacade,0.8823
RE-695,DroneSimulatorService,0.8822
RE-626,AreaMappingServiceRemoteFacade,0.8821
RE-25,IUAVTypeRegistrationServiceInstance,0.8819
RE-695,AFMainLayout,0.8819
RE-424,IFlightSimulator,0.8818
RE-541,AbstractDroneCommand,0.8818
RE-693,IMonitoringDataHandler,0.8818
RE-555,MissionPlanningPersistenceProvider,0.8817
RE-656,IDroneSimulatorServiceInstance,0.8817
RE-691,PlanPoolManager,0.8816
RE-693,WorkspaceInitializer,0.8816
RE-103,ISupervisorServiceInstance,0.8816
RE-695,IRemoteServiceListener,0.8815
RE-103,ResultCreationUtil,0.8814
RE-555,PlanPool,0.8814
RE-691,DronologyMonitoringManager,0.8813
RE-626,DroneSetupServiceRemoteFacade,0.8812
RE-555,SendToSubscriberCallable,0.8809
RE-689,IRemoteServiceListener,0.8808
RE-656,BaseServiceProvider,0.8807
RE-424,IDroneMonitoringServiceInstance,0.8807
RE-101,AreaMappingService,0.8805
RE-501,AbstractFileTransmitServiceInstance,0.8804
RE-25,ServiceInfo,0.8804
RE-681,CommandIds,0.8803
RE-681,DummyLockObject,0.8803
RE-695,DroneSimulatorServiceRemoteFacade,0.8803
RE-101,IRemoteMonitoringMessageHandler,0.8803
RE-759,IFileChangeNotifyable,0.8802
RE-695,RemoteManagerFactory,0.8800
RE-508,SynchronizationManager,0.8800
RE-691,DronologyListenerManager,0.8798
RE-424,UAVTypeRegistrationPersistenceProvider,0.8798
RE-555,AbstractFileTransmitServiceInstance,0.8798
RE-759,AbstractFileTransmitServiceInstance,0.8797
RE-709,UAVMonitoringMessage,0.8797
RE-691,GeneratedMappedArea,0.8797
RE-626,IPlanStatusChangeListener,0.8795
RE-695,FlightRouteInfo,0.8793
RE-656,SimulatorScenarioInfo,0.8793
RE-639,IExecuteableMissionPlan,0.8792
RE-695,IFileChangeNotifyable,0.8792
RE-693,ISupervisorServiceInstance,0.8791
RE-681,WorkspaceInitializer,0.8791
RE-759,IAreaMappingServiceInstance,0.8790
RE-508,FlightRouteplanningService,0.8789
RE-626,IItemChangeListener,0.8789
RE-555,UAVRegistrationPersistenceProvider,0.8788
RE-689,IAreaMappingServiceInstance,0.8788
RE-587,IDroneConnectorServiceInstance,0.8788
RE-555,BaseServiceProvider,0.8787
RE-587,WorkspaceInitializer,0.8787
RE-555,EmergencyStopCommand,0.8784
RE-587,IRemoteServiceListener,0.8784
RE-424,FlightRouteplanningService,0.8784
RE-555,AreaMappingService,0.8783
RE-681,IDroneConnectorServiceInstance,0.8783
RE-759,IDroneConnectorServiceInstance,0.8778
RE-103,IDroneConnectorServiceInstance,0.8778
RE-555,MonitoringDataHandler3,0.8777
RE-555,FlightRouteInfo,0.8776
RE-616,DistanceChecker,0.8776
RE-508,FlightRouteplanningServiceInstance,0.8775
RE-587,IAreaMappingServiceInstance,0.8775
RE-729,SetMonitoringFrequencyCommand,0.8775
RE-555,AreaMappingPersistenceProvider,0.8773
RE-759,WorkspaceInitializer,0.8773
RE-424,FlightRouteInfo,0.8772
RE-693,SimulatorScenarioPersistenceProvider,0.8768
RE-424,AbstractFileTransmitServiceInstance,0.8767
RE-103,IDroneMonitoringServiceInstance,0.8766
RE-759,ISupervisorServiceInstance,0.8763
RE-691,AreaMappingServiceRemoteFacade,0.8763
RE-693,IRemoteMonitoringMessageHandler,0.8763
RE-541,SynchronizationState,0.8762
RE-689,IDroneConnectorServiceInstance,0.8761
RE-691,IPlanStatusChangeListener,0.8761
RE-729,SetStateFrequencyCommand,0.8759
RE-626,UAVRegistrationServiceRemoteFacade,0.8759
RE-695,AbstractFileTransmitServiceInstance,0.8759
RE-101,IFileChangeNotifyable,0.8758
RE-25,WatchServiceRunner,0.8757
RE-597,FlightZoneException,0.8757
RE-759,DroneConnectorService,0.8756
RE-681,AreaMappingServiceInstance,0.8756
RE-101,IDroneSetupServiceInstance,0.8755
RE-103,ServiceStatus,0.8755
RE-759,IDroneMonitoringServiceInstance,0.8754
RE-541,ArtifactIdentifier,0.8752
RE-729,SetGroundSpeedCommand,0.8751
RE-656,FlightRouteCategoryInfo,0.8750
RE-101,AbstractFileTransmitServiceInstance,0.8749
RE-80,SynchronizationState,0.8748
RE-681,DronologyServiceException,0.8748
RE-656,AreaMappingService,0.8747
RE-555,FlightRoutePersistenceProvider,0.8746
RE-626,IDroneStatusChangeListener,0.8746
RE-656,AreaMappingCategoryInfo,0.8745
RE-587,IDroneMonitoringServiceInstance,0.8744
RE-695,IFileTransmitServiceInstance,0.8744
RE-681,IAreaMappingServiceInstance,0.8743
RE-555,UAVListenerManager,0.8743
RE-729,SetVelocityCommand,0.8743
RE-656,SimulatorScenarioCategoryInfo,0.8742
RE-626,DronologyListenerManager,0.8739
RE-689,AreaMappingServiceInstance,0.8738
RE-80,StateMessageTypeAdapter,0.8737
RE-77,IDroneCommand,0.8737
RE-689,FlightRouteplanningService,0.8736
RE-693,IAreaMappingServiceInstance,0.8736
RE-25,AreaMappingInfo,0.8735
RE-587,AreaMappingServiceInstance,0.8735
RE-689,IServiceListener,0.8735
RE-501,DroneCollectionStatus,0.8734
RE-587,FlightRouteplanningService,0.8732
RE-508,ISupervisorServiceInstance,0.8731
RE-681,UAVRegistrationService,0.8730
RE-541,TreeNode,0.8730
RE-695,GoToCommand,0.8729
RE-424,AbstractRMIRemoteObject,0.8728
RE-626,DronologyMonitoringManager,0.8727
RE-25,IUAVTypeRegistrationRemoteService,0.8726
RE-103,ServiceIds,0.8726
RE-656,AbstractFileTransmitServerService,0.8726
RE-103,SyncConstants,0.8724
RE-508,UAVTypeRegistrationService,0.8723
RE-611,StateMessageTypeAdapter,0.8722
RE-80,ManagedHashTableList,0.8722
RE-501,PysicalDroneIdGenerator,0.8722
RE-695,IDroneSimulatorRemoteService,0.8721
RE-693,AreaMappingServiceInstance,0.8720
RE-689,IDroneMonitoringServiceInstance,0.8717
RE-681,IdentifierCreator,0.8716
RE-597,SynchronizationManager,0.8716
RE-28,StateMessageTypeAdapter,0.8715
RE-101,AbstractFileTransmitServerService,0.8714
RE-695,SimulatorScenarioInfo,0.8714
RE-103,FlightRouteInfo,0.8714
RE-689,ServiceIds,0.8713
RE-693,DroneSimulatorServiceInstance,0.8712
RE-626,SearchConstants,0.8712
RE-695,IDroneSimulatorServiceInstance,0.8711
RE-611,FlightZoneException,0.8711
RE-587,IServiceListener,0.8709
RE-101,IRemoteServiceListener,0.8708
RE-681,IDroneMonitoringServiceInstance,0.8707
RE-101,DronologySeriviceListener,0.8706
RE-626,AreaMappingPersistenceProvider,0.8706
RE-695,DroneSetupService,0.8705
RE-681,PatternFactory,0.8704
RE-626,FlightRoutePersistenceProvider,0.8704
RE-691,IDroneStatusChangeListener,0.8703
RE-693,IDroneSimulatorRemoteService,0.8700
RE-689,RuntimeDroneTypes,0.8699
RE-689,SyncConstants,0.8699
RE-681,UAVTypeRegistrationPersistenceProvider,0.8698
RE-555,IFileChangeNotifyable,0.8697
RE-424,ISupervisorServiceInstance,0.8697
RE-103,DroneConnectorService,0.8696
RE-689,ServiceStatus,0.8695
RE-101,FlightRouteInfo,0.8694
RE-693,DroneSimulatorServiceRemoteFacade,0.8694
RE-501,RuntimeDroneTypes,0.8694
RE-555,ISupervisorServiceInstance,0.8694
RE-626,SendToSubscriberCallable,0.8693
RE-656,MonitorDialog,0.8693
RE-695,IAreaMappingServiceInstance,0.8691
RE-626,MissionPlanningPersistenceProvider,0.8690
RE-555,IRemoteMonitoringMessageHandler,0.8690
RE-587,ServiceIds,0.8687
RE-695,MonitorDialog,0.8687
RE-25,SynchronizationPoint,0.8685
RE-101,DronologyElementFactory,0.8684
RE-689,AbstractFileTransmitServiceInstance,0.8682
RE-656,IFileTransmitServiceInstance,0.8682
RE-508,AFMainLayout,0.8682
RE-424,FlightManagerService,0.8681
RE-681,IFlightSimulator,0.8681
RE-508,ArtifactIdentifier,0.8680
RE-103,DummyLockObject,0.8676
RE-691,UAVListenerManager,0.8675
RE-594,PysicalDroneIdGenerator,0.8675
RE-616,FlightPlanFactory,0.8675
RE-555,FlightRouteplanningService,0.8675
RE-695,IServiceListener,0.8674
RE-626,IManagedDroneStateChangeListener,0.8673
RE-555,IAreaMappingServiceInstance,0.8672
RE-555,IDroneSetupServiceInstance,0.8672
RE-101,AreaMappingServiceInstance,0.8672
RE-587,SyncConstants,0.8671
RE-508,StatusDispatchThread,0.8670
RE-626,PlanPoolManager,0.8670
RE-77,FlightPlan,0.8668
RE-101,ISupervisorServiceInstance,0.8668
RE-656,DroneSetupService,0.8667
RE-541,WatchServiceRunner,0.8667
RE-508,IDroneCommand,0.8667
RE-587,ServiceStatus,0.8667
RE-693,DroneConnectorService,0.8666
RE-555,AbstractFileTransmitServerService,0.8666
RE-101,IAreaMappingServiceInstance,0.8665
RE-626,UAVRegistrationPersistenceProvider,0.8665
RE-626,IDronologyChangeListener,0.8665
RE-103,DronologyServiceException,0.8665
RE-587,AbstractFileTransmitServiceInstance,0.8664
RE-695,ISupervisorServiceInstance,0.8663
RE-587,RuntimeDroneTypes,0.8663
RE-101,DroneSetupService,0.8662
RE-555,IRemoteServiceListener,0.8661
RE-77,FlightZoneException,0.8661
RE-681,RuntimeDroneTypes,0.8660
RE-101,FlightRouteplanningService,0.8660
RE-424,DroneConnectorService,0.8660
RE-691,RuntimeDroneTypes,0.8660
RE-691,IItemChangeListener,0.8659
RE-77,MonitoringDispatchThread,0.8654
RE-508,AreaMappingService,0.8654
RE-693,IFileChangeNotifyable,0.8653
RE-695,AreaMappingCategoryInfo,0.8653
RE-555,AreaMappingServiceInstance,0.8652
RE-656,PlanPool,0.8652
RE-555,PysicalDroneIdGenerator,0.8651
RE-691,SynchronizationManager,0.8650
RE-103,FlightRouteplanningServiceInstance,0.8650
RE-555,DronologySeriviceListener,0.8648
RE-695,SimulatorScenarioCategoryInfo,0.8647
RE-691,IManagedDroneStateChangeListener,0.8647
RE-626,DroneMonitoringServiceRemoteFacade,0.8646
RE-695,FlightRouteCategoryInfo,0.8645
RE-587,DroneConnectorService,0.8645
RE-693,IDroneSimulatorServiceInstance,0.8644
RE-508,SearchConstants,0.8643
RE-656,IFileChangeNotifyable,0.8641
RE-626,IncommingGroundstationConnectionServer,0.8641
RE-626,IMonitoringDataHandler,0.8639
RE-691,AbstractDroneCommand,0.8638
RE-759,AreaMappingServiceInstance,0.8636
RE-689,ISupervisorServiceInstance,0.8635
RE-103,CommandIds,0.8635
RE-77,StateMessageTypeAdapter,0.8635
RE-689,DummyLockObject,0.8634
RE-626,DronologyElementFactory,0.8634
RE-587,ISupervisorServiceInstance,0.8632
RE-691,MissionPlanningPersistenceProvider,0.8629
RE-101,IFileTransmitServiceInstance,0.8629
RE-689,DroneConnectorService,0.8625
RE-693,RuntimeDroneTypes,0.8625
RE-626,FlightInfoCreator,0.8625
RE-103,PatternFactory,0.8625
RE-695,FlightRouteplanningService,0.8625
RE-501,UAVProxyManager,0.8624
RE-103,IdentifierCreator,0.8624
RE-759,IRemoteServiceListener,0.8622
RE-101,MonitorDialog,0.8622
RE-25,PreciseTimestamp,0.8621
RE-501,UAVTypeRegistrationServiceRemoteFacade,0.8620
RE-501,AMInfoBox,0.8619
RE-693,IDroneMonitoringServiceInstance,0.8617
RE-555,DroneSetupService,0.8616
RE-759,RuntimeDroneTypes,0.8616
RE-689,FlightRouteInfo,0.8616
RE-626,DroneSimulatorService,0.8614
RE-549,FlightZoneException,0.8614
RE-103,AbstractRMIRemoteObject,0.8613
RE-28,SynchronizationState,0.8612
RE-714,DispatchQueueManager,0.8611
RE-77,FlightPlanInfo,0.8611
RE-587,DummyLockObject,0.8609
RE-689,DronologyServiceException,0.8608
RE-656,SynchronizationManager,0.8607
RE-77,SynchronizationPoint,0.8607
RE-101,IServiceListener,0.8606
RE-759,DroneMonitoringService,0.8606
RE-693,IDroneConnectorServiceInstance,0.8606
RE-103,UAVTypeRegistrationPersistenceProvider,0.8604
RE-626,UAVProxyManager,0.8602
RE-689,UAVTypeRegistrationPersistenceProvider,0.8601
RE-616,IUAVProxy,0.8601
RE-541,PysicalDroneIdGenerator,0.8600
RE-693,SimulatorScenarioInfo,0.8600
RE-656,GoToCommand,0.8599
RE-508,SynchronizationPoint,0.8598
RE-424,FlightRouteplanningServiceInstance,0.8598
RE-616,StatusDispatchThread,0.8598
RE-691,IBaseServiceProvider,0.8596
RE-656,DronologySeriviceListener,0.8596
RE-689,CommandIds,0.8595
RE-681,FlightRouteplanningService,0.8595
RE-77,FullMissionPlan,0.8594
RE-691,DroneMonitoringServiceRemoteFacade,0.8593
RE-595,VirtualDrone,0.8592
RE-541,SynchronizationManager,0.8588
RE-80,SynchronizationPoint,0.8588
RE-587,UAVTypeRegistrationPersistenceProvider,0.8587
RE-759,MonitorDialog,0.8584
RE-587,DronologyServiceException,0.8584
RE-555,FlightRouteplanningServiceInstance,0.8583
RE-28,ManagedHashTableList,0.8583
RE-695,UAVRegistrationService,0.8582
RE-103,IFlightSimulator,0.8581
RE-626,SimulatorScenarioPersistenceProvider,0.8581
RE-101,SimpleTakeoffFlightPlan,0.8580
RE-597,PysicalDroneIdGenerator,0.8577
RE-691,SendToSubscriberCallable,0.8576
RE-626,IDroneSetupServiceInstance,0.8575
RE-691,UAVRegistrationPersistenceProvider,0.8575
RE-681,FlightRouteInfo,0.8574
RE-693,FlightRouteInfo,0.8573
RE-611,SynchronizationState,0.8573
RE-555,IFileTransmitServiceInstance,0.8569
RE-587,FlightRouteInfo,0.8569
RE-691,FlightRouteInfo,0.8568
RE-691,IMonitoringDataHandler,0.8568
RE-759,PlanPool,0.8568
RE-689,IdentifierCreator,0.8567
RE-101,PysicalDroneIdGenerator,0.8566
RE-759,FlightRouteInfo,0.8565
RE-80,RouteAssignmentDemoScript,0.8565
RE-689,PatternFactory,0.8565
RE-101,SimulatorScenarioPersistenceProvider,0.8564
RE-656,WorkspaceInitializer,0.8564
RE-693,FlightInfo,0.8564
RE-555,ISimulatorScenario,0.8564
RE-639,FlightRouteplanningServiceRemoteFacade,0.8563
RE-587,CommandIds,0.8562
RE-639,JSONMissionPlanReader,0.8562
RE-691,AreaMappingPersistenceProvider,0.8560
RE-541,StateMessageTypeAdapter,0.8559
RE-759,IAreaMappingRemoteService,0.8558
RE-103,DroneMonitoringService,0.8558
RE-681,AbstractFileTransmitServiceInstance,0.8555
RE-103,IAreaMappingRemoteService,0.8555
RE-691,MonitoringDataHandler3,0.8554
RE-626,GeneratedMappedArea,0.8553
RE-508,WatchServiceRunner,0.8553
RE-77,SynchronizationManager,0.8553
RE-101,FlightRouteplanningServiceInstance,0.8551
RE-691,IDronologyChangeListener,0.8550
RE-555,IServiceListener,0.8549
RE-626,IRemoteMonitoringMessageHandler,0.8546
RE-639,DroneSetupServiceRemoteFacade,0.8546
RE-639,UAVRegistrationServiceRemoteFacade,0.8544
RE-691,IncommingGroundstationConnectionServer,0.8543
RE-587,IdentifierCreator,0.8541
RE-656,UAVRegistrationService,0.8541
RE-587,PatternFactory,0.8540
RE-626,MonitoringDataHandler3,0.8539
RE-656,ResultCreationUtil,0.8539
RE-759,ResultCreationUtil,0.8539
RE-695,RemoteMessageHandler,0.8537
RE-693,AreaMappingCategoryInfo,0.8536
RE-555,DronologyElementFactory,0.8536
RE-693,DroneMonitoringService,0.8534
RE-729,CommandIds,0.8534
RE-693,SimulatorScenarioCategoryInfo,0.8534
RE-626,UAVListenerManager,0.8532
RE-555,AbstractRMIRemoteObject,0.8532
RE-681,AbstractRMIRemoteObject,0.8531
RE-541,FlightPlan,0.8531
RE-626,IDroneSimulatorRemoteService,0.8530
RE-691,FlightRoutePersistenceProvider,0.8530
RE-77,SynchronizationState,0.8529
RE-693,FlightRouteCategoryInfo,0.8529
RE-691,AbstractFileTransmitServiceInstance,0.8528
RE-611,ManagedHashTableList,0.8527
RE-759,IServiceListener,0.8526
RE-101,DroneSimulatorService,0.8526
RE-541,FlightRoute,0.8526
RE-424,IAreaMappingRemoteService,0.8525
RE-681,DroneConnectorService,0.8525
RE-101,ServiceStatus,0.8525
RE-101,AbstractRMIRemoteObject,0.8524
RE-689,IFlightSimulator,0.8523
RE-501,IAreaMappingServiceInstance,0.8523
RE-611,RouteAssignmentDemoScript,0.8520
RE-424,PysicalDroneIdGenerator,0.8520
RE-695,PlanPool,0.8520
RE-693,IRemoteServiceListener,0.8519
RE-729,IdentifierCreator,0.8518
RE-541,MonitoringDispatchThread,0.8518
RE-656,IRemoteServiceListener,0.8517
RE-626,DroneSimulatorServiceRemoteFacade,0.8516
RE-596,DroneSetupServiceInstance,0.8514
RE-729,PatternFactory,0.8512
RE-597,DroneCollectionStatus,0.8511
RE-25,ModeChangeMessageTypeAdapter,0.8510
RE-759,RemoteMessageHandler,0.8510
RE-77,ManagedHashTableList,0.8509
RE-656,IAreaMappingServiceInstance,0.8506
RE-501,SynchronizationManager,0.8505
RE-693,FlightRouteplanningServiceInstance,0.8505
RE-656,RemoteMessageHandler,0.8503
RE-80,SynchronizationManager,0.8503
RE-656,AreaMappingServiceInstance,0.8501
RE-594,IBatterySimulator,0.8501
RE-616,StateMessageTypeAdapter,0.8501
RE-759,UAVTypeRegistrationPersistenceProvider,0.8499
RE-626,AreaMappingService,0.8499
RE-626,DroneCollectionStatus,0.8498
RE-695,AbstractRMIRemoteObject,0.8496
RE-587,IFlightSimulator,0.8496
RE-101,UAVRegistrationService,0.8494
RE-626,AbstractFileTransmitServerService,0.8494
RE-759,ServiceStatus,0.8493
RE-28,SynchronizationPoint,0.8492
RE-589,SimulatorFactory,0.8492
RE-508,AFControlsComponent,0.8490
RE-689,AbstractRMIRemoteObject,0.8489
RE-626,IDroneSimulatorServiceInstance,0.8489
RE-555,IFlightRoute,0.8487
RE-656,FlightRouteplanningService,0.8486
RE-626,DroneSimulatorServiceInstance,0.8486
RE-611,UAVStateMessage,0.8486
RE-587,IAreaMappingRemoteService,0.8486
RE-695,ServiceStatus,0.8483
RE-729,DronologyServiceException,0.8481
RE-639,MissionPlanningService,0.8481
RE-424,DroneMonitoringService,0.8480
RE-695,ISimulatorScenario,0.8480
RE-549,SynchronizationState,0.8480
RE-25,TreeNode,0.8479
RE-611,IUAVProxy,0.8479
RE-555,MonitorDialog,0.8476
RE-595,DroneSetupServiceInstance,0.8476
RE-587,DroneMonitoringService,0.8475
RE-103,SimpleTakeoffFlightPlan,0.8474
RE-729,DummyLockObject,0.8473
RE-681,ISupervisorServiceInstance,0.8472
RE-114,PlanPoolManager,0.8470
RE-695,ResultCreationUtil,0.8469
RE-549,StateMessageTypeAdapter,0.8468
RE-508,DronologyServiceRunner,0.8468
RE-424,DefaultDroneCollector,0.8468
RE-594,FlightZoneException,0.8467
RE-639,AreaMappingServiceRemoteFacade,0.8467
RE-689,IAreaMappingRemoteService,0.8467
RE-729,IFlightSimulator,0.8467
RE-691,DronologyElementFactory,0.8466
RE-114,DroneSetupServiceRemoteFacade,0.8463
RE-691,AreaMappingService,0.8463
RE-729,SetTargetAltitudeMessage,0.8463
RE-626,IFileTransmitServiceInstance,0.8463
RE-759,DronologyServiceException,0.8462
RE-555,ServiceStatus,0.8462
RE-693,IAreaMappingRemoteService,0.8460
RE-691,IRemoteServiceListener,0.8459
RE-80,AMControlsComponent,0.8459
RE-656,IDroneConnectorServiceInstance,0.8457
RE-508,AMControlsComponent,0.8455
RE-587,AbstractRMIRemoteObject,0.8455
RE-28,RouteAssignmentDemoScript,0.8454
RE-695,IBaseServiceProvider,0.8454
RE-689,DroneMonitoringService,0.8453
RE-501,FlightRouteplanningService,0.8453
RE-101,DroneSimulatorServiceInstance,0.8451
RE-626,SimulatorScenarioInfo,0.8450
RE-555,UAVRegistrationService,0.8449
RE-101,RemoteMessageHandler,0.8447
RE-691,FlightInfoCreator,0.8447
RE-611,EmergencyStopCommand,0.8446
RE-103,PysicalDroneIdGenerator,0.8446
RE-639,DronologyMonitoringManager,0.8446
RE-101,SyncConstants,0.8445
RE-549,ManagedHashTableList,0.8445
RE-695,PysicalDroneIdGenerator,0.8445
RE-101,DroneSimulatorServiceRemoteFacade,0.8444
RE-114,IPlanStatusChangeListener,0.8443
RE-691,AMControlsComponent,0.8443
RE-555,SimulatorScenario,0.8443
RE-759,SyncConstants,0.8441
RE-691,DronologySeriviceListener,0.8441
RE-656,RuntimeDroneTypes,0.8441
RE-501,IFlightRouteplanningServiceInstance,0.8441
RE-695,UAVTypeRegistrationPersistenceProvider,0.8440
RE-114,DronologyListenerManager,0.8439
RE-501,RemoteManagerFactory,0.8439
RE-759,DummyLockObject,0.8437
RE-101,ISimulatorScenario,0.8436
RE-656,IServiceListener,0.8436
RE-759,ServiceIds,0.8436
RE-114,FlightRouteplanningServiceRemoteFacade,0.8436
RE-656,AbstractFileTransmitServiceInstance,0.8433
RE-611,FileManager,0.8433
RE-616,FileManager,0.8431
RE-595,DroneVoltageSimulator,0.8431
RE-626,DroneSetupService,0.8429
RE-656,IDroneMonitoringServiceInstance,0.8429
RE-541,IFlightPlan,0.8428
RE-691,ISupervisorServiceInstance,0.8427
RE-114,SearchConstants,0.8427
RE-691,AbstractFileTransmitServerService,0.8426
RE-25,UAVRegistration,0.8424
RE-639,UAVProxyManager,0.8422
RE-729,ServiceStatus,0.8422
RE-101,CommandIds,0.8422
RE-611,UAVStatusWrapper,0.8421
RE-501,SearchConstants,0.8421
RE-626,BaseServiceProvider,0.8421
RE-501,FlightRouteplanningServiceInstance,0.8418
RE-114,IDroneStatusChangeListener,0.8418
RE-101,ServiceIds,0.8418
RE-101,IDroneSimulatorRemoteService,0.8417
RE-759,PatternFactory,0.8416
RE-689,FlightRouteplanningServiceInstance,0.8414
RE-101,DronologyServiceException,0.8414
RE-508,DroneSetupServiceRemoteFacade,0.8410
RE-101,DummyLockObject,0.8407
RE-616,RouteAssignmentDemoScript,0.8406
RE-656,ISupervisorServiceInstance,0.8406
RE-77,PysicalDroneIdGenerator,0.8405
RE-114,AreaMappingServiceRemoteFacade,0.8404
RE-114,IItemChangeListener,0.8404
RE-626,AreaMappingCategoryInfo,0.8402
RE-587,FlightRouteplanningServiceInstance,0.8402
RE-80,RemoteServerProcessListenerAdapter,0.8401
RE-695,IFlightRoute,0.8401
